content,score,sentiment
sinyal turun,3,1
error kadang,4,2
akun pubg login tolong informasi,3,1
developer tolong sistem banned mengidentifikasi player bertemu hack,2,0
game kesukaan bagus bagus ringan biar ramah device biar pensiun,3,1
bagus banget,5,2
bintang pubg berat handphone mohon pengertiannya handphone kentang kasihan player old handphonenya standar,2,0
visual banned mantap conqueror push pakai visual pantasan rating turun serius menangani cheat otomatis aim dinding pelindung jump shot tambahkan skin damage hahaha,1,0
bagus game sulit download,2,0
kasih uc tencent,5,2
bagus bunuh teman peta unranked jalan suka sistem tolong perbaiki,2,0
tolong development game main ranked sinyalnya lag main game online lag mohon kerja,4,2
mantap main karakin rudal ratakan peta,5,2
game download tolong,1,0
halo pembuat pubg mobile game lumayan bagus kali main bareng teman bug suara suara aneh game terganggu tolong perbaiki menunggu update segini berii rating semoga perbaiki,3,1
update main parah kekuatan sinyal lag merugikan pemain,1,0
permisi izin download pubg tonton konser blackpink,4,2
game bagus grafis buruk,5,2
poco snapdragon fps,4,2
senang,5,2
bug merugikan event sinyal suka buka pubg,3,1
terbaik,5,2
bosan,5,2
lumayan berat kepala pemula suka main,4,2
mantap kalah,3,1
tombol muka tombol dihapus,3,1
mengunduh mega byte buka download data mega byte menghabiskan paketan data pindah game sebelah free fire menguras data,1,0
mohon bantuan update suara kendaraan muncul kendaraan mengatasinya coba relog muncul suara kendaraannya terima kasih,3,1
terima kasih menghadirkan hiburan ponsel semoga kedepannya berbaik hati,4,2
main enak,5,2
permintaan,5,2
lumayan suka,4,2
hahaha download game kadang vila rusak,1,0
lag sinyal bagus,2,0
main event bug suara musuh tembak suara tembakkan bot,4,2
handphone iphone main pubg tolonglah diperhatikan handphone kentang initiate main musim,4,2
terima kasih pubg upgrade anti cheat pengaruh anti cheat pubg jalan pintas cheat kuat jalan pintas upgrade anti cheatnya hahaha,5,2
membenci game mainkan game larang main game free fire,3,1
aduh update,2,0
bagus,3,1
game bagus,3,1
nice try know bagus game online,3,1
game menu utama force close penyimpanan handphone luas handphone virus ok,1,0
game pubg zaman reali fury keren,1,0
kasih penyimpanan tencent,3,1
file gila giga byte,3,1
saran bolehkan pakai konfigurasi meringankan game pasang update fitur konfigurasi fitur lag handphone low end merasakan game tolong,1,0
game grafis buruk free fire,3,1
keren,5,2
dear developer tolong lobi bug sinyal perbaiki terkadang sinyal bermasalah lobi sinyal bagus tolong perbaiki,2,0
server server server,2,0
game berat suka,3,1
game bagus grafiknya smooth begiti tolong berbaik bug melempar bom bom kill,5,2
game seru,4,2
tolong membawa deston peta pubg mobile,1,0
game,3,1
download pubg lambat banget,3,1
mantap sedap,4,2
rusak masuk mode training aplikasi bug,2,0
game jelek,5,2
perbaiki bug,3,1
kasih bintang match sinyal wifi lancar ditambah bermain squad sinyal merah device lumayan high tolong developer perbaiki kendala rasakan,3,1
bagus payah perbarui,5,2
error mohon lanjuti,3,1
mantap bagus update,4,2
mohon developer pubg mobile aplikasi diringankan berat game match suka frame patah patah handphone suka panas,2,0
good game,5,2
skin repair bug bug mobil tabrakan tembok bukit pelan pemain masuk kedalam tembok bukit,3,1
jelek jelek banget,1,0
bagus game,5,2
metro royale suka main situ tolong perbaiki tim pubg,2,0
suka permainan bagus,3,1
game asap bagus free fire mobile legends pubg haram,1,0
game payah,1,0
game enak download menyesal,3,1
ok,4,2
tencent buka peti dapatnya jelek kau pelit,1,0
bagus,2,0
grafis buruk,3,1
terima kasih menemani malam cinta pubg,4,2
pubg anjing main kena kesalahan server anjing,3,1
bagus suka pubg,4,2
pubg haram,1,0
update berat handphone frame lag berhadapan musuh sinyal kelancaran handphone pengaturan khusus game main game battle ground lancar jaya lag tolong diperbaiki kapasitas game game mainnya berat android,1,0
perbaiki sinyal server buka youtube lancar buka pubg lag parah game rusak,2,0
maaf tencent persoalannya download,4,2
ok,4,2
login otorisasi dibatalkan,2,0
mantap kalah,3,1
game bagus berhasil,4,2
bagus,4,2
download gagal admin download,1,0
gamenya bug update hilang bugnya tolong fixed minat main hilang,3,1
masuk login error,3,1
tolong petunjuk pubg mobile pakai akun musim salah sengaja permainan random pakai cheat banned minggu banned minggu login pubg pakai akun akun pubg akun tolong tencent penjelasan uc akun,3,1
game bagus,5,2
tolong jaringannya berat banget bagus jaringannya masak login payah,2,0
kali spin skin glacier uc habis,4,2
maaf game pubg uninstall game bagus gangguan device mendukung game pubg berat memutuskan memainkan game ringan simpan pubg,5,2
frame drop handphone snap nyaman bermain pubg,1,0
mantap,4,2
abai,4,2
kakak,4,2
masukan pubg mobile banget grafis optimalkan handphone handphone spesifikasi mencukupi main game patah patah sinyal ok bagus main perang kadang fps drop kecewa ramai mengganggu match mode fpp pemain ganti bot push pertandingan menunggu pertandingan mengurus mode tpp arus seimbang,5,2
cheat gerak,5,2
tolong server diperbaiki,3,1
bagus ever,3,1
mohon krafton internasional menindak lanjuti player terkhusus player berasal cina ketemu player cina persis negara manapun kebanyakkan bermain cheat aplikasi mengganggu kenyamanan bermain mohon perhatikan,3,1
game buruk device bagus chipset bagus ketemu musuh sinyal seharus pubg turun lancar lag parah saran update ya rilis pubg game buruk free fire grafis buruk lag kaya game,1,0
update main stress rank,1,0
ayolah install,2,0
game menguras memori internal download data pubg mobile handphone mencapai giga byte saran developer pubg mobile mengurangi penggunaan data game device handphone player mengeluh penyimpanan penuh update data game terhapus otomatis menumpuk,1,0
bagus,4,2
mengalami tata letak hilang utilities hilang tombol pengisian darah,4,2
pubg berat game pengguna iphone keterbatasan tolong tencent saran sayang headphone,2,0
gamenya berat selamat tinggal pubg mobile salah player handphone kentang mengundurkan,1,0
game menyeramkan tukang sampah mengambil kill orang,5,2
lumayanlah,2,0
enak diamin peta fps drop tolong perbaiki,4,2
bug,2,0
kasih bintang recall sulit mengatur kaya versi,4,2
cari match rank tolong perbaiki,3,1
update bug tolong perbaiki bug testers game coba perbaiki player terganggu bug bug,3,1
wanita merah makes beautiful gift pacar using hotdog eggs tolong advised page video intended entertainment purposes video page include scripted drama satires parodies magic trik prerecorded video forms entertainment karakternya incidents often produk director imagination reset balance actual persons actual events purely,2,0
game haram,1,0
tolong perbaiki depannya kakak kasih bintang,5,2
pubg seru update player kehilangan senjata favorit player kendaraan helikopter alasan ukurannya tolong balikan ranting game wujud player bersenang senang game mohon,2,0
developer bintang mobil mobil bug mobil mundur tolong developer mohon diperbaiki,3,1
berat game enakkan,3,1
game realistis gta menyukai terima kasih developer game terima kasih level infinite,5,2
ok,4,2
mantap,4,2
bagus,5,2
masuk gamenya download,2,0
download lihat ulasannya bug perbaikan pubg rindu main pubg,2,0
game bagus loading anjing,3,1
berat game,1,0
game bagus pubg game free free berbeda,3,1
event hahaha,3,1
bug main permintaan habis buka aplikasinya enak versi,3,1
berusaha mengunduh pubg mengunduh banget masuk game dasar pubg,1,0
handphone giga byte frame drop,3,1
bagus mohon perbaiki frame stabil bermain,3,1
teliti,5,2
ciri khas pubg lobi kesalahan server paksa login ulang anehnya game lancar jaya menit main handphone panas grafis pengaturan low main pubg handphone mega byte,3,1
pastikan tim tencent krafton menyelesaikan isu bug kualitas sinyal drop frame rindu pubg pubg rumit salam chicken dinner,3,1
game sampah tim sampah game sepi,1,0
terima kasih game sinyal stabil mohon update berterima kasih,5,2
game,5,2
game menghibur bertengkar,3,1
main pubg main,1,0
kasih bintang tolong kasih fitur biar lag,5,2
pubg login handphone poco tolong,2,0
game bagus hapus android kuat main pubg,3,1
kakak,5,2
main pastikan handphone bagus hahaha rusak sayang,1,0
pubg mobile tolong memperbaiki bug karakter dijendela terima kasih,3,1
gamenya bagus handphoneku patah patah mainkan,3,1
bosannya main pubg grafis realistis lancar,5,2
ok,4,2
mendukung low phone,5,2
download masuk,1,0
bug relog kali bug haram,1,0
setahun main pubg bug melalukan login matching game tolong krafton berbaiki mengecewakan player,1,0
lumayan kali giga byte tapiku kasih terima kasih,5,2
game haram baju seksi tolong kasur seksi game seksi,1,0
oh,1,0
tolong kasih akun,5,2
game haram,1,0
kayanya pakai gfx tool main asyik game ganti handphone ganti game balas krafton berani,1,0
disemua game game sukai kecewa cheat sekian terima,4,2
banned cheat banned hebat,1,0
haram grafis buruk free fire,2,0
bug mode ultimate arena,1,0
suka game,1,0
update sinyal stabil mohon perbaiki,3,1
developer game berat mega byte tolong kecilkan mega byte,2,0
buruk sinyal sinyal bagus game mengalami sinyal sinyal bagus server pubg perbaiki terima kasih,1,0
benci teman,2,0
cinta pubg mobile ok kasih skin musim bintang tambahkan gacha skin senjata akm terbaru kasih material berjanji bintang material menaikan rating game,3,1
bug,3,1
bosan,2,0
game haram,2,0
bosan main kemampuan noob,1,0
hahaha menginstall,3,1
update frame drop peta,4,2
bagus bunuh teman peta unranked jalan suka sistem tolong perbaiki,2,0
buruk,3,1
mengerti,4,2
habis mati event bug parah game hapus,2,0
download tonton virtual concert blankpink,4,2
game bagus asyik banget sulit cari match berhari main temu match,3,1
update bug koneksi sampah,1,0
gamenya bagus sinyal suka jelek tolong mega byte pubg mega byte turunkan,3,1
main pubg,5,2
game menuntut device kompatibel kemampuan menjamin player kemampuan diatas device menengah kebawah kesulitan game disayangkan game mempertimbangkan kondisi sosial perekonomian playernya,1,0
ok,3,1
gamenya bagus handphoneku patah patah mainkan,3,1
ok,3,1
akun,5,2
kakak game boros paket,3,1
pubg login,4,2
bug banget pubg berat,2,0
game menambah pacar hahaha,4,2
game bagus grafis jaga high definition sinyal diperhatikan sinyal bagus masuk game,3,1
update aduh handphonenya kuat uninstall kali,3,1
tencent tolong perbaiki pubg mobile skin royale pass gerak lobi pertandingan perbaiki kasih bintang,4,2
gameplay mantap profesional player menantang,5,2
game bagus banget,3,1
bagus,5,2
game bagus mengunduh file grafis,4,2
ok game bug login habis update download lobi mega byte login tulisannya update file error tekan tolong hasil pencet exit ulang tolong developer perbaiki,3,1
seru bro update,2,0
grafis buruk,5,2
game bodoh skin bug benarkan,1,0
suka game main kesal sabar game kecewa musuhnya tembak main error game kesal tolong baiki game,2,0
lumayan,4,2
tolong mode main musim tolong banyakkan mode admin handphone muat memakan penyimpanan,3,1
kecilkan mega byte giga byte minimal maksimal mega byte giga byte giga byte,2,0
tolong bug pick kiri pick kanan handphone poco pro pick kiri pick kanan ubah mode tahan pengaruh mode ketuk tulisan mode tahan mode ketuk tolong developer benarkan malas main game pubg main musim bug mengganggu mohon menanggapi,2,0
game sepi berat,2,0
admin tolong turunkan mega byte main patah patah,3,1
miss teman tencent,5,2
tabrak musuh knock mati keseringan musuh mental anehlah kali kaya,1,0
update bug giroskop parah mohon diperbaiki tencent,4,2
kakak game bug,3,1
mengunduh game jelek update,1,0
haram,5,2
pengalaman bermain pubg mobile nyaman bermain rank mode dibawah platinum musuh bot banyakkan pengalaman melawan player sulit terbiasa kontrol terbiasa jarak sulit jarak disarankan dipermudah pengaturan sensitivitas direkomendasikan low grafis sulit musuh tim afk rank poinnya hilang,3,1
game haram jelek boros kuota,2,0
login pubg mobile atur kontrol tata letak login tata letak berubah bug peluru tdm fixed,1,0
pubg lag gerak sinyal ok,3,1
bug giroskop error,3,1
bug,3,1
akun banned rekan tim pakai cheat,1,0
permainan keren,5,2
pensiun,3,1
tolong tencent punyanya handphone android banget main pubg diringankan biar lancar main pubg musuh lag banget,3,1
kadang download high definition mendukung ulang,4,2
tolong tencent turunkan data giga byte main pubg,4,2
benarkan servernya bugnya akhlak,3,1
data download,1,0
hai tencent want talk something want talk gmail,3,1
lambat game mohon memperbaiki gamenya mainnya bug mainnya perlancar,2,0
berat,3,1
seru banget asli tolong cheatnya kurangi banyakkan less recoil bullets wall hack,5,2
ampun tencent download filenya barusan suruh download habiskan kuota tolong tencent perbaiki,1,0
game bagus,4,2
cacat main game lobi sinyal lag buka aplikasi,1,0
update pick kanan kiri delay bug tolong hilangkan malas main,3,1
download game tolong,5,2
loading sinyal stabil lancar banget,4,2
developer tolong perbaiki terkait giga byte giga byte giga byte gameplay sulit gerakkan bug jendela turun jendela bug gerakkan analog bunuh musuh tolong perbaiki terkait bug jendela tolong,4,2
game seru kesal koneksi sinyal lambat,3,1
mantap,4,2
game bagus suka banget,5,2
game bagus menghibur lumayan cheat bug bermain tdm,3,1
livik bug,2,0
mohon maaf bintang gamenya suka lag koneksi terputus mohon diperbaiki,1,0
mantap,4,2
lumayan game,3,1
coba,3,1
handphone kentangku meledak nasib player handphone kentang punah,2,0
mantap,5,2
tolong akun banned cheat modifikasi main game free fire,1,0
suka kena damage akibat kaya tabrak zona kendaraan bug mobil oren suaranya,2,0
suruh perbarui perbarui masuk game suruh perbarui heran game,2,0
tolong perbaiki bug,2,0
minimal perbaiki bug,1,0
handphone meledak,5,2
coba haluskan mega byte hai handphone kentang,5,2
mantap,5,2
login pubg coba login perubahan,2,0
pubg ok,3,1
menginstall suka gagal,4,2
download kepasang ya,1,0
update aduh handphonenya kuat uninstall kali,3,1
tanggal musim pubg,5,2
menemukan bug terkadang scope adjust relog adjust tolong perbaiki,3,1
tencent material update glacier,3,1
tolong bugnya diperbaiki,3,1
tolong fokus gameplay skin utamakan bug parah,1,0
gamenya seru banyakkan bug permainan tdm peluru mati bug menonton mohon perbaiki bugnya player pubg permainan maksimal sesuai ukuran pubg,2,0
parah segi,1,0
sayangkan login,2,0
mode pilihan pubg berguna main mode duo dimap miramar karakin susahnya ampun masuk permainan tolong perbaiki pengguna pubg kecewa game sekelas pubg mendunia mode berfungsi tertera menu game,1,0
top,5,2
menurutku segi game play bagus bingung sinyal main pubg buruk buruk main mode vs game lag peluru terkadang senjata sinyal main teman mati menonton teman menonton pergerakan karakter teman normal lag patah patah handphone oppo room mendukung game cepat perbaiki ok,3,1
device anjing,5,2
cheat tembakkan tembus dinding seru main game,2,0
semangat,5,2
seru,4,2
mengompilasi sumber daya,4,2
seru bug cheat,3,1
gameplaynya bagus device oppo mediatek helio grafis low mengalami fps drop lumayan lag device kentang,5,2
lumayan,4,2
habis medan perang lobi,3,1
bagus,1,0
tolong handphone chipset mediatek helio unlock smooth ultra seri unlock smooth ekstrim,4,2
tolong developer game kurangi mega byte tolong biar main lancar,2,0
masukan pubg mobile banget grafis optimalkan handphone handphone spesifikasi mencukupi main game patah patah sinyal ok bagus main perang kadang fps drop kecewa ramai mengganggu match mode fpp pemain ganti bot push pertandingan menunggu pertandingan mengurus mode tpp arus seimbang,5,2
